Date,Air Temp (F),Dewpoint (F),Precip (inches),Wind Speed (mph)
11/02/2017 23:00 EDT,65,58,0,3.5
11/03/2017 00:00 EDT,64,58,0,3.5
11/03/2017 01:00 EDT,63,58,0,0
11/03/2017 02:00 EDT,64,58,0,4.6
11/03/2017 03:00 EDT,64,58,0,3.5
11/03/2017 04:00 EDT,64,59,0,4.6
11/03/2017 05:00 EDT,63,59,0,3.5
11/03/2017 06:00 EDT,63,59,0,3.5
11/03/2017 07:00 EDT,64,58,0,4.6
11/03/2017 08:00 EDT,64,58,0,4.6
11/03/2017 09:00 EDT,64,59,0,5.8
11/03/2017 10:00 EDT,66,58,0,6.9
11/03/2017 11:00 EDT,68,58,0,3.5
11/03/2017 12:00 EDT,70,58,0,8.1
11/03/2017 13:00 EDT,73,58,0,4.6
11/03/2017 14:00 EDT,73,57,0,5.2
11/03/2017 15:00 EDT,73,58,0,5.8
11/03/2017 16:00 EDT,73,59,0,5.8
11/03/2017 17:00 EDT,73,57,0,5.8
11/03/2017 18:00 EDT,71,56,0,5.8
11/03/2017 19:00 EDT,67,55,0,9.2
11/03/2017 20:00 EDT,62,50,0,8.1
11/03/2017 21:00 EDT,58,41,0,9.2
11/03/2017 22:00 EDT,56,39,0,6.9
11/03/2017 23:00 EDT,53,37,0,0
11/04/2017 00:00 EDT,52,35,0,5.8
11/04/2017 01:00 EDT,51,35,0,9.2
11/04/2017 02:00 EDT,50,34,0,6.3
11/04/2017 03:00 EDT,49,35,0,3.5
11/04/2017 04:00 EDT,48,34,0,3.5
11/04/2017 05:00 EDT,48,35,0,5.8
11/04/2017 06:00 EDT,48,36,0,6.9
11/04/2017 07:00 EDT,48,35,0,10.4
11/04/2017 08:00 EDT,46,35,0,5.8
11/04/2017 09:00 EDT,48,36,0,5.8
11/04/2017 10:00 EDT,49,32,0,9.2
11/04/2017 11:00 EDT,52,33,0,5.8
11/04/2017 12:00 EDT,53,31,0,9.2
11/04/2017 13:00 EDT,54,34,0,8.1
11/04/2017 14:00 EDT,54,33,0,5.8
11/04/2017 15:00 EDT,55,35,0,3.5
11/04/2017 16:00 EDT,55,35,0,5.8
11/04/2017 17:00 EDT,54,35,0,5.8
11/04/2017 18:00 EDT,52,36,0,0
11/04/2017 19:00 EDT,52,39,0,3.5
11/04/2017 20:00 EDT,51,41,0,5.8
11/04/2017 21:00 EDT,52,42,0,4.6
11/04/2017 22:00 EDT,53,44,0,8.1
11/04/2017 23:00 EDT,53,44,0,5.8
11/05/2017 00:00 EDT,54,44,0,5.8
11/05/2017 01:00 EDT,54,44,0,4.6
11/05/2017 01:00 EST,52,47,0.01,6.9
11/05/2017 02:00 EST,51,47,0,6.9
11/05/2017 03:00 EST,52,47,0,5.8
11/05/2017 04:00 EST,53,47,0,5.8
11/05/2017 05:00 EST,53,47,0,8.1
11/05/2017 06:00 EST,53,47,0,4.6
11/05/2017 07:00 EST,54,48,0,4.6
11/05/2017 08:00 EST,55,48,0,3.5
11/05/2017 09:00 EST,56,49,0,4.6
11/05/2017 10:00 EST,57,50,0,6.9
11/05/2017 11:00 EST,56,52,0,9.2
11/05/2017 12:00 EST,56,53,0,6.9
11/05/2017 13:00 EST,57,54,0,5.8
11/05/2017 14:00 EST,57,56,0,5.8
11/05/2017 15:00 EST,57,56,0,3.5
11/05/2017 16:00 EST,58,57,0.01,0
11/05/2017 17:00 EST,59,58,0,3.5
11/05/2017 18:00 EST,60,59,0,4.6
11/05/2017 19:00 EST,60,59,0,0
11/05/2017 20:00 EST,60,59,0,0
11/05/2017 21:00 EST,61,60,0,3.5
11/05/2017 22:00 EST,61,59,0,0
11/05/2017 23:00 EST,60,59,0,3.5
11/06/2017 00:00 EST,60,58,0,0
11/06/2017 01:00 EST,60,58,0,3.5
11/06/2017 02:00 EST,61,58,0,3.5
11/06/2017 03:00 EST,61,59,0,4.6
11/06/2017 04:00 EST,61,59,0,3.5
11/06/2017 05:00 EST,61,59,0,4.6
11/06/2017 06:00 EST,62,59,0,4.6
11/06/2017 07:00 EST,62,60,0,4.6
11/06/2017 08:00 EST,63,60,0,5.8
11/06/2017 09:00 EST,64,60,0,6.9
11/06/2017 10:00 EST,63,59,0,5.8
11/06/2017 11:00 EST,64,59,0,5.8
11/06/2017 12:00 EST,65,59,0,3.5
11/06/2017 13:00 EST,65,58,0,3.5
11/06/2017 14:00 EST,66,58,0,3.5
11/06/2017 15:00 EST,65,58,0,3.5
11/06/2017 16:00 EST,64,59,0.01,5.2
11/06/2017 17:00 EST,64,59,0,6.9
11/06/2017 18:00 EST,61,51,0,5.8
11/06/2017 19:00 EST,56,47,0,7.5
11/06/2017 20:00 EST,54,44,0,9.2
11/06/2017 21:00 EST,52,43,0,5.8
11/06/2017 22:00 EST,50,39,0,3.5
11/06/2017 23:00 EST,48,37,0,6.9
11/07/2017 00:00 EST,47,36,0,12.7
11/07/2017 01:00 EST,46,35,0,3.5
11/07/2017 02:00 EST,44,34,0,0
11/07/2017 03:00 EST,44,34,0,3.5
11/07/2017 04:00 EST,43,33,0,5.8
11/07/2017 05:00 EST,43,33,0,4.6
11/07/2017 06:00 EST,43,32,0,4.6
11/07/2017 07:00 EST,43,32,0,6.9
11/07/2017 08:00 EST,45,33,0,8.1
11/07/2017 09:00 EST,46,32,0,11.5
11/07/2017 10:00 EST,48,33,0,9.2
11/07/2017 11:00 EST,49,34,0,5.8
11/07/2017 12:00 EST,48,34,0,4.6
11/07/2017 13:00 EST,47,33,0,8.1
11/07/2017 14:00 EST,47,34,0,11.5
11/07/2017 15:00 EST,47,33,0,5.8
11/07/2017 16:00 EST,45,36,0,9.2
11/07/2017 17:00 EST,41,38,0.12,8.1
11/07/2017 18:00 EST,41,39,0.14,4.6
11/07/2017 19:00 EST,41,39,0.17,3.5
11/07/2017 20:00 EST,41,39,0.07,6.9
11/07/2017 21:00 EST,41,39,0.07,6.9
11/07/2017 22:00 EST,40,38,0.06,5.8
11/07/2017 23:00 EST,40,38,0.05,8.1
11/08/2017 00:00 EST,40,38,0.02,6.9
11/08/2017 01:00 EST,39,37,0,8.1
11/08/2017 02:00 EST,39,36,0,5.8
11/08/2017 03:00 EST,40,36,0,6.9
11/08/2017 04:00 EST,40,36,0,11.5
11/08/2017 05:00 EST,41,35,0,11.5
11/08/2017 06:00 EST,40,34,0,9.2
11/08/2017 07:00 EST,40,33,0,0
11/08/2017 08:00 EST,40,33,0,5.8
11/08/2017 09:00 EST,41,33,0,11.5
11/08/2017 10:00 EST,43,34,0,5.8
11/08/2017 11:00 EST,44,35,0,3.5
11/08/2017 12:00 EST,47,36,0,4.6
11/08/2017 13:00 EST,48,37,0,5.8
11/08/2017 14:00 EST,48,37,0,3.5
11/08/2017 15:00 EST,48,38,0,4.6
11/08/2017 16:00 EST,48,38,0,0
11/08/2017 17:00 EST,48,37,0,4.6
11/08/2017 18:00 EST,47,37,0,3.5
11/08/2017 19:00 EST,47,37,0,4.6
11/08/2017 20:00 EST,46,36,0,3.5
11/08/2017 21:00 EST,45,36,0,3.5
11/08/2017 22:00 EST,44,37,0,3.5
11/08/2017 23:00 EST,43,36,0,3.5
11/09/2017 00:00 EST,42,36,0,3.5
11/09/2017 01:00 EST,43,34,0,4.6
11/09/2017 02:00 EST,42,35,0,4.6
11/09/2017 03:00 EST,42,36,0,4.6
11/09/2017 04:00 EST,42,36,0,5.8
11/09/2017 05:00 EST,40,36,0,3.5
11/09/2017 06:00 EST,39,36,0,3.5
11/09/2017 07:00 EST,42,37,0,0
11/09/2017 08:00 EST,43,38,0,3.5
11/09/2017 09:00 EST,45,37,0,5.8
11/09/2017 10:00 EST,48,37,0,3.5
11/09/2017 11:00 EST,50,36,0,0
11/09/2017 12:00 EST,52,37,0,5.8
11/09/2017 13:00 EST,53,38,0,0
11/09/2017 14:00 EST,53,38,0,0
11/09/2017 15:00 EST,54,38,0,0
11/09/2017 16:00 EST,53,38.5,0,2.9
11/09/2017 17:00 EST,52,39,0,5.8
11/09/2017 18:00 EST,52,42,0,0
11/09/2017 19:00 EST,52,44,0,4.6
11/09/2017 20:00 EST,53,45,0,4.6
11/09/2017 21:00 EST,54,45,0,4.6
11/09/2017 22:00 EST,54,45,0,3.5
11/09/2017 23:00 EST,54,46,0,5.8
11/10/2017 00:00 EST,52,46,0,3.5
11/10/2017 01:00 EST,50,47,0.01,6.9
11/10/2017 02:00 EST,49,44,0,6.9
11/10/2017 03:00 EST,48,43,0,6.9
11/10/2017 04:00 EST,47,42,0,5.8
11/10/2017 05:00 EST,45,32,0,8.1
11/10/2017 06:00 EST,43,31,0,10.4
11/10/2017 07:00 EST,38,22,0,10.9
11/10/2017 08:00 EST,37,19,0,11.5
11/10/2017 09:00 EST,36,12,0,9.2
11/10/2017 10:00 EST,36,15,0,15
11/10/2017 11:00 EST,35,10,0,11.5
11/10/2017 12:00 EST,35,7,0,5.8
11/10/2017 13:00 EST,35,9,0,11.5
11/10/2017 14:00 EST,35,7,0,8.1
11/10/2017 15:00 EST,34,6,0,8.1
11/10/2017 16:00 EST,33,7,0,11.5
11/10/2017 17:00 EST,31,7,0,11.5
11/10/2017 18:00 EST,30,5,0,9.2
11/10/2017 19:00 EST,29,5,0,13.8
11/10/2017 20:00 EST,27,5,0,10.9
11/10/2017 21:00 EST,26,6,0,8.1
11/10/2017 22:00 EST,26,6,0,6.9
11/10/2017 23:00 EST,26,7,0,5.8
11/11/2017 00:00 EST,25,9,0,6.9
11/11/2017 01:00 EST,25,9,0,4.6
11/11/2017 02:00 EST,25,11,0,8.1
11/11/2017 03:00 EST,24,11,0,5.8
11/11/2017 04:00 EST,24,11,0,6.9
11/11/2017 05:00 EST,24,12,0,5.8
11/11/2017 06:00 EST,24,12,0,5.8
11/11/2017 07:00 EST,24,12,0,4.6
11/11/2017 08:00 EST,26,12,0,5.8
11/11/2017 09:00 EST,27,9,0,5.8
11/11/2017 10:00 EST,29,9,0,3.5
11/11/2017 11:00 EST,32,10,0,3.5
11/11/2017 12:00 EST,36,10,0,4.6
11/11/2017 13:00 EST,37,8,0,9.2
11/11/2017 14:00 EST,36,8,0,8.1
11/11/2017 15:00 EST,37,6,0,5.8
11/11/2017 16:00 EST,36,9,0,4.6
11/11/2017 17:00 EST,35,8,0,3.5
11/11/2017 18:00 EST,35,10,0,3.5
11/11/2017 19:00 EST,35,9,0,3.5
11/11/2017 20:00 EST,34,11,0,4.6
11/11/2017 21:00 EST,34,10,0,3.5
11/11/2017 22:00 EST,35,11,0,3.5
11/11/2017 23:00 EST,33,14,0,0
11/12/2017 00:00 EST,34,16,0,0
11/12/2017 01:00 EST,33,17,0,3.5
11/12/2017 02:00 EST,33,20,0,0
11/12/2017 03:00 EST,33,21,0,0
11/12/2017 04:00 EST,32,21,0,0
11/12/2017 05:00 EST,33,22,0,0
11/12/2017 06:00 EST,34,23,0,0
11/12/2017 07:00 EST,34,22,0,0
11/12/2017 08:00 EST,35,22,0,0
11/12/2017 09:00 EST,37,15,0,0
11/12/2017 10:00 EST,39,14,0,3.5
11/12/2017 11:00 EST,40,15,0,3.5
11/12/2017 12:00 EST,42,19,0,6.9
11/12/2017 13:00 EST,45,21,0,0
11/12/2017 14:00 EST,46,23,0,3.5
11/12/2017 15:00 EST,45,23,0,6.9
11/12/2017 16:00 EST,45,25,0,3.5
11/12/2017 17:00 EST,43,26,0,0
11/12/2017 18:00 EST,43,25,0,3.5
11/12/2017 19:00 EST,44,28,0,0
11/12/2017 20:00 EST,43,28,0,0
11/12/2017 21:00 EST,43,29,0,3.5
11/12/2017 22:00 EST,43,30,0,0
11/12/2017 23:00 EST,43,29,0,0
11/13/2017 00:00 EST,43,29,0,3.5
11/13/2017 01:00 EST,44,29,0,0
11/13/2017 02:00 EST,43,27,0,0
11/13/2017 03:00 EST,43,27,0,0
11/13/2017 04:00 EST,44,30,0,0
11/13/2017 05:00 EST,44,31,0,4.6
11/13/2017 06:00 EST,44,32,0,5.8
11/13/2017 07:00 EST,44,32,0,4.6
11/13/2017 08:00 EST,41,37,0.02,4.6
11/13/2017 09:00 EST,42,37,0.02,4.6
11/13/2017 10:00 EST,42,37,0.01,4.6
11/13/2017 11:00 EST,42,39,0.01,4.6
11/13/2017 12:00 EST,44,40,0.01,5.8
11/13/2017 13:00 EST,45,40,0,4.6
11/13/2017 14:00 EST,46,37,0,5.8
11/13/2017 15:00 EST,47,37,0,6.9
11/13/2017 16:00 EST,47,36,0,5.8
11/13/2017 17:00 EST,46,36,0,4.7
11/13/2017 18:00 EST,44,35,0,3.5
11/13/2017 19:00 EST,43,34,0,4.6
11/13/2017 20:00 EST,41,34,0,0
11/13/2017 21:00 EST,42,34,0,5.8
11/13/2017 22:00 EST,41,32,0,3.5
11/13/2017 23:00 EST,40,31,0,3.5
11/14/2017 00:00 EST,39,29,0,0
11/14/2017 01:00 EST,40,30,0,3.5
11/14/2017 02:00 EST,39,30,0,0
11/14/2017 03:00 EST,38,30,0,4.6
11/14/2017 04:00 EST,38,30,0,3.5
11/14/2017 05:00 EST,37,30,0,4.6
11/14/2017 06:00 EST,36,30,0,3.5
11/14/2017 07:00 EST,36,30,0,4.6
11/14/2017 08:00 EST,38,31,0,5.8
11/14/2017 09:00 EST,41,32,0,5.8
11/14/2017 10:00 EST,42,33,0,11.5
11/14/2017 11:00 EST,44,34,0,8.1
11/14/2017 12:00 EST,45,34,0,4.6
11/14/2017 13:00 EST,47,34,0,5.8
11/14/2017 14:00 EST,47,34,0,3.5
11/14/2017 15:00 EST,46,33,0,6.9
11/14/2017 16:00 EST,45,34,0,5.8
11/14/2017 17:00 EST,44,34,0,4.6
11/14/2017 18:00 EST,43,34,0,6.9
11/14/2017 19:00 EST,43,34,0,4.6
11/14/2017 20:00 EST,43,34,0,4.6
11/14/2017 21:00 EST,42,33,0,6.9
11/14/2017 22:00 EST,41,33,0,3.5
11/14/2017 23:00 EST,41,31,0,6.9
11/15/2017 00:00 EST,41,30,0,6.9
11/15/2017 01:00 EST,40,30,0,3.5
11/15/2017 02:00 EST,40,30,0,6.9
11/15/2017 03:00 EST,38,29,0,5.8
11/15/2017 04:00 EST,38,29,0,5.8
11/15/2017 05:00 EST,38,30,0,4.6
11/15/2017 06:00 EST,38,31,0,5.8
11/15/2017 07:00 EST,37,29,0,5.8
11/15/2017 08:00 EST,39,28,0,9.2
11/15/2017 09:00 EST,41,30,0,5.8
11/15/2017 10:00 EST,43,32,0,6.9
11/15/2017 11:00 EST,44,34,0,6.9
11/15/2017 12:00 EST,47,34,0,5.8
11/15/2017 13:00 EST,47,34,0,0
11/15/2017 14:00 EST,48,34,0,3.5
11/15/2017 15:00 EST,48,34,0,3.5
11/15/2017 16:00 EST,48,35,0,4.6
11/15/2017 17:00 EST,47,34,0,0
11/15/2017 18:00 EST,48,34,0,1.8
11/15/2017 19:00 EST,48,36,0,3.5
11/15/2017 20:00 EST,48,37,0,8.1
11/15/2017 21:00 EST,48,37,0,6.9
11/15/2017 22:00 EST,49,38,0,4.6
11/15/2017 23:00 EST,49,39,0,4.6
11/16/2017 00:00 EST,51,41,0,5.8
11/16/2017 01:00 EST,52,42,0,0
11/16/2017 02:00 EST,52,43,0,3.5
11/16/2017 03:00 EST,53,43,0,4
11/16/2017 04:00 EST,52,46,0,4.6
11/16/2017 05:00 EST,53,46,0,4.6
11/16/2017 06:00 EST,51,49,0.09,0
11/16/2017 07:00 EST,51,49,0.08,3.5
11/16/2017 08:00 EST,52,50,0.01,5.2
11/16/2017 09:00 EST,52,49,0,6.9
11/16/2017 10:00 EST,52,46,0,7.5
11/16/2017 11:00 EST,52,45,0,8.1
11/16/2017 12:00 EST,54,46,0,6.9
11/16/2017 13:00 EST,55,41,0,10.4
11/16/2017 14:00 EST,57,37,0,6.9
11/16/2017 15:00 EST,51,40,0.02,8.1
11/16/2017 16:00 EST,52,36,0,11.5
11/16/2017 17:00 EST,50,33,0,5.8
11/16/2017 18:00 EST,50,33,0,8.7
11/16/2017 19:00 EST,49,33,0,11.5
11/16/2017 20:00 EST,47,33,0,9.2
11/16/2017 21:00 EST,46,33,0,6.9
11/16/2017 22:00 EST,46,33,0,11.5
11/16/2017 23:00 EST,44,35,0,5.8
11/17/2017 00:00 EST,44,36,0,4.6
11/17/2017 01:00 EST,43,32,0,10.4
11/17/2017 02:00 EST,43,30,0,10.4
11/17/2017 03:00 EST,42,29,0,9.2
11/17/2017 04:00 EST,42,27,0,6.9
11/17/2017 05:00 EST,41,25,0,10.4
11/17/2017 06:00 EST,40,25,0,11.5
11/17/2017 07:00 EST,40,24,0,11.5
11/17/2017 08:00 EST,40,25,0,10.3
11/17/2017 09:00 EST,40,25,0,9.2
11/17/2017 10:00 EST,41.5,24,0,8.1
11/17/2017 11:00 EST,43,23,0,6.9
11/17/2017 12:00 EST,45,23,0,7.5
11/17/2017 13:00 EST,46,22,0,8.1
11/17/2017 14:00 EST,47,18,0,10.4
11/17/2017 15:00 EST,47,17,0,5.8
11/17/2017 16:00 EST,47,15,0,8.1
11/17/2017 17:00 EST,45,14,0,8.1
11/17/2017 18:00 EST,44,15,0,8.1
11/17/2017 19:00 EST,43,17,0,8.1
11/17/2017 20:00 EST,42,15,0,6.9
11/17/2017 21:00 EST,40,15,0,6.9
11/17/2017 22:00 EST,39,16,0,0
11/17/2017 23:00 EST,39,16,0,0
11/18/2017 00:00 EST,38,16,0,4.6
11/18/2017 01:00 EST,37,17,0,4.6
11/18/2017 02:00 EST,37,18,0,3.5
11/18/2017 03:00 EST,35,20,0,0
11/18/2017 04:00 EST,36,17,0,0
11/18/2017 05:00 EST,36,20,0,0
11/18/2017 06:00 EST,37,19,0,0
11/18/2017 07:00 EST,37,22,0,0
11/18/2017 08:00 EST,40,27,0,0
11/18/2017 09:00 EST,44,26,0,0
11/18/2017 10:00 EST,46,30,0,0
11/18/2017 11:00 EST,48,31,0,4.6
11/18/2017 12:00 EST,48,31,0,5.8
11/18/2017 13:00 EST,49,33,0,8.1
11/18/2017 14:00 EST,50,36,0,3.5
11/18/2017 15:00 EST,50,39,0,4.6
11/18/2017 16:00 EST,51,38,0,5.8
11/18/2017 17:00 EST,48,42,0.03,0
11/18/2017 18:00 EST,47,44,0.03,3.5
11/18/2017 19:00 EST,48,45,0.03,5.8
11/18/2017 20:00 EST,49.5,44.5,0.02,5.2
11/18/2017 21:00 EST,51,44,0.01,4.6
11/18/2017 22:00 EST,51,46,0,5.8
11/18/2017 23:00 EST,54,48,0,5.8
11/19/2017 00:00 EST,56,49,0,3.5
11/19/2017 01:00 EST,57,50,0,4.6
11/19/2017 02:00 EST,58,51,0,3.5
11/19/2017 03:00 EST,57,53,0.02,16.1
11/19/2017 04:00 EST,57,54,0.01,17.3
11/19/2017 05:00 EST,57,56,0.11,5.8
11/19/2017 06:00 EST,59,56,0.05,8.1
11/19/2017 07:00 EST,57,54,0.02,5.8
11/19/2017 08:00 EST,56,49,0.02,6.9
11/19/2017 09:00 EST,53,41,0,8.1
11/19/2017 10:00 EST,51,34,0,18.4
11/19/2017 11:00 EST,50,31,0,19.6
11/19/2017 12:00 EST,49,30,0,15
11/19/2017 13:00 EST,50,28,0,11.5
11/19/2017 14:00 EST,48,29,0,11.5
11/19/2017 15:00 EST,48,28,0,15
11/19/2017 16:00 EST,46,26,0,15
11/19/2017 17:00 EST,45,25,0,5.8
11/19/2017 18:00 EST,45,25,0,8.1
11/19/2017 19:00 EST,45,24,0,9.2
11/19/2017 20:00 EST,45,25,0,3.5
11/19/2017 21:00 EST,45,26,0,9.2
11/19/2017 22:00 EST,43,29,0,12.7
11/19/2017 23:00 EST,38,33,0,4.6
11/20/2017 00:00 EST,40,29,0,12.7
11/20/2017 01:00 EST,40,27,0,6.9
11/20/2017 02:00 EST,40,26,0,8.1
11/20/2017 03:00 EST,39,26,0,9.2
11/20/2017 04:00 EST,38,25,0,7.5
11/20/2017 05:00 EST,37,24,0,5.8
11/20/2017 06:00 EST,39,-,0,13.8
11/20/2017 07:00 EST,39,-,0,16.1
11/20/2017 08:00 EST,37,-,0,11.5
11/20/2017 09:00 EST,39,-,0,16.1
11/20/2017 10:00 EST,40,24,0,9.2
11/20/2017 11:00 EST,42,22,0,6.9
11/20/2017 12:00 EST,45,22,0,10.4
11/20/2017 13:00 EST,45,20,0,10.4
11/20/2017 14:00 EST,45,21,0,8.1
11/20/2017 15:00 EST,46,22,0,9.2
11/20/2017 16:00 EST,46,22,0,8.1
11/20/2017 17:00 EST,45,23,0,10.4
11/20/2017 18:00 EST,44,24,0,6.9
11/20/2017 19:00 EST,44,25,0,4.6
11/20/2017 20:00 EST,44,24,0,4.6
11/20/2017 21:00 EST,43,23,0,4.6
11/20/2017 22:00 EST,43,24,0,0
11/20/2017 23:00 EST,42,24,0,4.6
11/21/2017 00:00 EST,42,24,0,6.9
11/21/2017 01:00 EST,43,24,0,8.1
11/21/2017 02:00 EST,43,25,0,5.8
11/21/2017 03:00 EST,43,26,0,5.2
11/21/2017 04:00 EST,43,29,0,4.6
11/21/2017 05:00 EST,42,29,0,5.8
11/21/2017 06:00 EST,43,29,0,3.5
11/21/2017 07:00 EST,43,29,0,5.8
11/21/2017 08:00 EST,44,30,0,8.1
11/21/2017 09:00 EST,47,32,0,7.5
11/21/2017 10:00 EST,50,31,0,6.9
11/21/2017 11:00 EST,53,30,0,5.8
11/21/2017 12:00 EST,54,30,0,5.8
11/21/2017 13:00 EST,56,32,0,5.8
11/21/2017 14:00 EST,58,29,0,5.8
11/21/2017 15:00 EST,58,29,0,0
11/21/2017 16:00 EST,56,32,0,4.6
11/21/2017 17:00 EST,54,29,0,3.5
11/21/2017 18:00 EST,54,30,0,0
11/21/2017 19:00 EST,53,35,0,3.5
11/21/2017 20:00 EST,54,37,0,10.4
11/21/2017 21:00 EST,53,39,0,6.9
11/21/2017 22:00 EST,52,40,0,3.5
11/21/2017 23:00 EST,54,40,0,6.9
11/22/2017 00:00 EST,54,40,0,5.8
11/22/2017 01:00 EST,54,42,0,0
11/22/2017 02:00 EST,54,43,0,3.5
11/22/2017 03:00 EST,54,44,0,0
11/22/2017 04:00 EST,55,46,0,3.5
11/22/2017 05:00 EST,55,47,0,0
11/22/2017 06:00 EST,54,48,0,0
11/22/2017 07:00 EST,54,51,0.07,3.5
11/22/2017 08:00 EST,51.5,49,0.06,4
11/22/2017 09:00 EST,49,47,0.04,4.6
11/22/2017 10:00 EST,49,46,0.04,5.8
11/22/2017 11:00 EST,50,46,0,4.6
11/22/2017 12:00 EST,50,45,0,3.5
11/22/2017 13:00 EST,52,40,0,9.2
11/22/2017 14:00 EST,51,37,0,10.4
11/22/2017 15:00 EST,50,33,0,11.5
11/22/2017 16:00 EST,47,30,0,9.2
11/22/2017 17:00 EST,44,28,0,16.1
11/22/2017 18:00 EST,43,26,0,6.9
11/22/2017 19:00 EST,41,25,0,12.7
11/22/2017 20:00 EST,40,24,0,8.1
11/22/2017 21:00 EST,38,23,0,8.1
11/22/2017 22:00 EST,37,21,0,15
11/22/2017 23:00 EST,36,20,0,10.4
11/23/2017 00:00 EST,35,19,0,9.2
11/23/2017 01:00 EST,34,19,0,9.2
11/23/2017 02:00 EST,34,19,0,6.9
11/23/2017 03:00 EST,33,19,0,8.1
11/23/2017 04:00 EST,33,19,0,4.6
11/23/2017 05:00 EST,32,19,0,4
11/23/2017 06:00 EST,32,19,0,3.5
11/23/2017 07:00 EST,32,19,0,3.5
11/23/2017 08:00 EST,32,19,0,3.5
11/23/2017 09:00 EST,33,19,0,3.5
11/23/2017 10:00 EST,35,19,0,8.1
11/23/2017 11:00 EST,36,19,0,9.2
11/23/2017 12:00 EST,39,19,0,5.8
11/23/2017 13:00 EST,40,17,0,6.9
11/23/2017 14:00 EST,42,18,0,0
11/23/2017 15:00 EST,42,17,0,0
11/23/2017 16:00 EST,42,17,0,3.5
11/23/2017 17:00 EST,40,19,0,0
11/23/2017 18:00 EST,41,19,0,8.1
11/23/2017 19:00 EST,41,19,0,5.8
11/23/2017 20:00 EST,40,20,0,8.1
11/23/2017 21:00 EST,39,21,0,3.5
11/23/2017 22:00 EST,38,20,0,3.5
11/23/2017 23:00 EST,37,21,0,0
11/24/2017 00:00 EST,37,21,0,3.5
11/24/2017 01:00 EST,37,21,0,4.6
11/24/2017 02:00 EST,36,21,0,3.5
11/24/2017 03:00 EST,36,21,0,4.6
11/24/2017 04:00 EST,36,21,0,3.5
11/24/2017 05:00 EST,36,21,0,6.9
11/24/2017 06:00 EST,36,21,0,0
11/24/2017 07:00 EST,36,21,0,0
11/24/2017 08:00 EST,37,22,0,0
11/24/2017 09:00 EST,38,22,0,5.8
11/24/2017 10:00 EST,41,21,0,0
11/24/2017 11:00 EST,44,23,0,3.5
11/24/2017 12:00 EST,47,22,0,0
11/24/2017 13:00 EST,48,20,0,4.6
11/24/2017 14:00 EST,49,21,0,4.6
11/24/2017 15:00 EST,50,22,0,4.6
11/24/2017 16:00 EST,49,23,0,3.5
11/24/2017 17:00 EST,47,24,0,3.5
11/24/2017 18:00 EST,47,27,0,3.5
11/24/2017 19:00 EST,48,25,0,5.8
11/24/2017 20:00 EST,47.5,26,0,5.8
11/24/2017 21:00 EST,47,27,0,5.8
11/24/2017 22:00 EST,47,27,0,8.1
11/24/2017 23:00 EST,45,29,0,3.5
11/25/2017 00:00 EST,44,26,0,6.9
11/25/2017 01:00 EST,43,29,0,3.5
11/25/2017 02:00 EST,44,31,0,5.8
11/25/2017 03:00 EST,44,30,0,5.2
11/25/2017 04:00 EST,43,30,0,4.6
11/25/2017 05:00 EST,43,30,0,4.6
11/25/2017 06:00 EST,43,29,0,3.5
11/25/2017 07:00 EST,43,30,0,8.1
11/25/2017 08:00 EST,45,31,0,0
11/25/2017 09:00 EST,47,32,0,10.4
11/25/2017 10:00 EST,49,30,0,9.2
11/25/2017 11:00 EST,50,32,0,8.1
11/25/2017 12:00 EST,53,31,0,4.6
11/25/2017 13:00 EST,55,33,0,2.3
11/25/2017 14:00 EST,55,32,0,0
11/25/2017 15:00 EST,57,32,0,9.2
11/25/2017 16:00 EST,56,34,0,0
11/25/2017 17:00 EST,56,34,0,4.6
11/25/2017 18:00 EST,56,34,0,4.6
11/25/2017 19:00 EST,56,33,0,2.3
11/25/2017 20:00 EST,54,33,0,0
11/25/2017 21:00 EST,54,33,0,0
11/25/2017 22:00 EST,55,-,0,10.4
11/25/2017 23:00 EST,54,-,0,11.5
11/26/2017 00:00 EST,51,34,0,5.8
11/26/2017 01:00 EST,51,34,0,4.6
11/26/2017 02:00 EST,49,36,0,5.8
11/26/2017 03:00 EST,48,32,0,6.9
11/26/2017 04:00 EST,47,31,0,6.9
11/26/2017 05:00 EST,46,32,0,5.8
11/26/2017 06:00 EST,46,31,0,3.5
11/26/2017 07:00 EST,45,32,0,4.6
11/26/2017 08:00 EST,45,31,0,6.9
11/26/2017 09:00 EST,44,32,0,6.9
11/26/2017 10:00 EST,45,27,0,17.3
11/26/2017 11:00 EST,44,24,0,6.9
11/26/2017 12:00 EST,46,24,0,12.7
11/26/2017 13:00 EST,46,23,0,9.8
11/26/2017 14:00 EST,45,24,0,6.9
11/26/2017 15:00 EST,45,23,0,8.1
11/26/2017 16:00 EST,45,23,0,6.9
11/26/2017 17:00 EST,44,23,0,6.9
11/26/2017 18:00 EST,43,23,0,3.5
11/26/2017 19:00 EST,42,23,0,4.6
11/26/2017 20:00 EST,41,23,0,3.5
11/26/2017 21:00 EST,41,23,0,6.9
11/26/2017 22:00 EST,40,24,0,9.2
11/26/2017 23:00 EST,40,24,0,9.2
11/27/2017 00:00 EST,40,24,0,9.2
11/27/2017 01:00 EST,39,25,0,5.8
11/27/2017 02:00 EST,40,24,0,4.6
11/27/2017 03:00 EST,40,24,0,8.1
11/27/2017 04:00 EST,40,23,0,8.1
